Facility_Mnemonic,Location_Mnemonic,Coid,Network_Mnemonic_CS,Facility_Desc
COCSU     ,G.CS      ,26620,TNB ,Parkridge West Hospital
COCWY     ,J.CHW     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.J3W     ,34632,VAA ,CJW Medical Center
.         ,Z4CNLD    ,37969,FLJ ,JFK Medical Center
COCNB     ,F.EMG     ,27450,COA ,North Suburban
COCDR     ,G.NUROBV  ,38329,TXG ,Medical City Denton
COCCM     ,I.STE602  ,9726,KSA ,Centerpoint Medical Center
COCMT     ,M.PSTX    ,34392,TXF ,Metropolitan Methodist Hospita
COCQP     ,PARMCOCQP ,6659,GAA ,Polk Medical Center
COCWF     ,AF.PCS    ,30504,CAC ,West Hills Hospital & Medical 
COCSO     ,H.CSR     ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.TVR     ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.REHB    ,34318,TXG ,Medical City Fort Worth
COCST     ,ZMRW      ,39307,TXB ,Las Palmas Medical Center
COCCBA    ,L.EP      ,6676,TXI ,St David's Medical Center
COCRR     ,H.DSC     ,34321,TXA ,Rio Grande Regional Hospital
COCER_O   ,W.TIM     ,25901,OKA ,Edmond OUMC
COCLR     ,M.4BTCC   ,30936,FLG ,Largo Medical Center
COCBLM    ,K.5M      ,9730,KSA ,Baptist-Lutheran Medical Cente
COCUB     ,X.BSOP    ,27200,COA ,P-SL Medical Center
COCAS     ,K.DE      ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EU.GMED   ,33608,OKA ,OU Medical Center
COCSJ     ,J.QIA     ,34357,TXA ,Spring Branch Medical Center
COCID     ,D.PS5     ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.ABGL    ,34372,TXG ,Medical City Lewisville
COCCT     ,M.NRS     ,34222,TNA ,Centennial Medical Center
COCNW     ,H.ER      ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.4ICD   ,27300,COA ,Rose Medical Center
COCOH     ,K.PG      ,30997,FLG ,Oak Hill Hospital
COCPC     ,F.ES      ,34224,TNB ,Parkridge Medical Center
COCBR     ,H.PCUO    ,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.MSHC    ,34223,TNA ,Summit Medical Center
COCZR     ,H.SEC     ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.OBV     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.US      ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.ADMIT   ,30555,CAC ,Los Robles Hospital And Medica
COCCD     ,AF.PL     ,36244,TNA ,Centennial Medical Center At A
COCBP     ,Y.ORL     ,30951,FLG ,Regional Medical Center Bayone
COCNP     ,E.BHEO    ,30941,FLG ,Medical Center of Trinity
COCWR     ,H.LABPSPAN,30928,FLI ,West Florida Hospital
COCAA     ,O.PSTX    ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.CCD    ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-264 ,34293,TNA ,Skyline Medical Center
COCKN     ,TCU-4F    ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.CR      ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.UC     ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.DIRE    ,30916,FLL ,North Florida Regional Medical
COCMTA    ,J.UNIT1   ,26109,TXF ,Methodist Texsan Hospital
COCUH     ,DATA TECH ,35940,FLB ,University Hospital
COCNH     ,N.4FL3    ,34329,TXG ,Medical City North Hills
COCSW     ,W.AMO     ,35955,FLC ,Southwest Florida Reg Med Cent
COCYK     ,G.CVPCU   ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.DED     ,34327,TXA ,West Houston Medical Center
COCHN     ,E.AWCC    ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.MONC    ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.WESZIRC ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.EEG     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.ZSRG    ,8158,GAA ,Coliseum Medical Centers
COCCE     ,E.BH      ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.CE      ,34325,TXG ,Medical City Dallas
COCTU     ,D.MR      ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.DIRECT  ,9727,KSA ,Research Medical Center
COCRM     ,M.PBX     ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.LABOP   ,30902,FLF ,Osceola Regional Medical Cente
COCJR     ,z.FIT.ARC8,34627,VAA ,John Randolph Medical Center
COCTR     ,D.SSL     ,34001,SCA ,Trident Regional Medical Cente
COCGP     ,G.OP      ,30901,FLG ,St Petersburg General Hospital
COCSN     ,N.OPTI    ,34335,TXF ,Methodist Specialty & Transpla
COCAT     ,V.RX      ,30920,FLE ,Aventura Hospital & Medical Ce
COCSR     ,AS.OBOR   ,27150,COA ,Sky Ridge Medical Center
COCTG     ,H.PDIUS   ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.DIAL    ,36930,FLC ,Doctors Hospital Of Sarasota
COCSZ     ,D.ZFT20   ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.OBOP    ,30954,FLI ,Capital Regional Medical Cente
COCWM     ,H.CS      ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.2SRCR   ,30930,FLI ,Gulf Coast Regional Medical Ce
COCPL     ,E.US      ,34310,TXG ,Medical City Plano
COCLV     ,F.OR6     ,31824,LAB ,Lakeview Regional Medical Cent
COCMO     ,G.XI8     ,32819,NVA ,Mountainview Hospital
COCDO     ,Y.MOB     ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.BO      ,26620,TNB ,Parkridge West Hospital
COCWY     ,W.2CE     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JPERI   ,34632,VAA ,CJW Medical Center
.         ,JFKTCU    ,37969,FLJ ,JFK Medical Center
COCNB     ,F.LASER   ,27450,COA ,North Suburban
COCDR     ,G.ADLTPSY1,38329,TXG ,Medical City Denton
COCCM     ,I.SOC     ,9726,KSA ,Centerpoint Medical Center
COCMT     ,M.TCCL    ,34392,TXF ,Metropolitan Methodist Hospita
COCQP     ,GH.HSK    ,6659,GAA ,Polk Medical Center
COCWF     ,AF.PO     ,30504,CAC ,West Hills Hospital & Medical 
COCSO     ,H.TREV4   ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.FQMP    ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.WNEO    ,34318,TXG ,Medical City Fort Worth
COCST     ,STLABSM   ,39307,TXB ,Las Palmas Medical Center
COCCBA    ,L.ACT     ,6676,TXI ,St David's Medical Center
COCRR     ,H.EDMED4TH,34321,TXA ,Rio Grande Regional Hospital
COCER_O   ,W.MBC     ,25901,OKA ,Edmond OUMC
COCLR     ,M.PH      ,30936,FLG ,Largo Medical Center
COCBLM    ,K.EH      ,9730,KSA ,Baptist-Lutheran Medical Cente
COCUB     ,X.LITH    ,27200,COA ,P-SL Medical Center
COCAS     ,K.4S      ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EU.NICUN  ,33608,OKA ,OU Medical Center
COCSJ     ,J.LABM    ,34357,TXA ,Spring Branch Medical Center
COCID     ,D.NUCCARD ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.PSYCH   ,34372,TXG ,Medical City Lewisville
COCCT     ,M.BILL    ,34222,TNA ,Centennial Medical Center
COCNW     ,H.CR      ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.2ICU   ,27300,COA ,Rose Medical Center
COCOH     ,K.CE      ,30997,FLG ,Oak Hill Hospital
COCPC     ,F.5W.D    ,34224,TNB ,Parkridge Medical Center
COCBR     ,H.PMTWNDOW,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.SDC-424 ,34223,TNA ,Summit Medical Center
COCZR     ,H.QM      ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.4EE     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.IC      ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.EK      ,30555,CAC ,Los Robles Hospital And Medica
COCCD     ,AF.PSYOP  ,36244,TNA ,Centennial Medical Center At A
COCBP     ,Y.PAI     ,30951,FLG ,Regional Medical Center Bayone
COCNP     ,E.LB      ,30941,FLG ,Medical Center of Trinity
COCWR     ,H.CVLOP3  ,30928,FLI ,West Florida Hospital
COCAA     ,Q.TEL     ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.SOC    ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-374 ,34293,TNA ,Skyline Medical Center
COCKN     ,GUTROB    ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,HP.VCARDSM,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.CANCEL ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.MG      ,30916,FLL ,North Florida Regional Medical
COCMTA    ,J.3AT     ,26109,TXF ,Methodist Texsan Hospital
COCUH     ,UWERB     ,35940,FLB ,University Hospital
COCNH     ,N.ADMN    ,34329,TXG ,Medical City North Hills
COCSW     ,W.QM      ,35955,FLC ,Southwest Florida Reg Med Cent
COCYK     ,G.GME     ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.PR      ,34327,TXA ,West Houston Medical Center
COCHN     ,E.CDEP    ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.EMPHLTH ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.PCH     ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.DED     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.Z3FB    ,8158,GAA ,Coliseum Medical Centers
COCCE     ,C11SVIP   ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.ENT     ,34325,TXG ,Medical City Dallas
COCTU     ,D.ANES    ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.CDEP    ,9727,KSA ,Research Medical Center
COCRM     ,M.CLIN.IS ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.EDOB    ,30902,FLF ,Osceola Regional Medical Cente
COCJR     ,F.CORAM   ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.SMM     ,34001,SCA ,Trident Regional Medical Cente
COCGP     ,G.CE      ,30901,FLG ,St Petersburg General Hospital
COCSN     ,N.MUE     ,34335,TXF ,Methodist Specialty & Transpla
COCAT     ,V.7NWSOP  ,30920,FLE ,Aventura Hospital & Medical Ce
COCSR     ,AS.MD     ,27150,COA ,Sky Ridge Medical Center
COCTG     ,H.NM      ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.SRC     ,36930,FLC ,Doctors Hospital Of Sarasota
COCSZ     ,D.MAIL    ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.FNS     ,30954,FLI ,Capital Regional Medical Cente
COCWM     ,H.TEST2   ,39385,TXF ,Methodist Hospital
COCCBQ    ,TEST OUTG ,30930,FLI ,Gulf Coast Regional Medical Ce
COCPL     ,E.ABGL    ,34310,TXG ,Medical City Plano
COCLV     ,F.PK-NOTES,31824,LAB ,Lakeview Regional Medical Cent
COCMO     ,G.RUPM    ,32819,NVA ,Mountainview Hospital
COCDO     ,D.DWS     ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.COVENANT,26620,TNB ,Parkridge West Hospital
COCWY     ,W.OTE     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JEDOB   ,34632,VAA ,CJW Medical Center
.         ,Z3NSWAT   ,37969,FLJ ,JFK Medical Center
COCNB     ,F.NVAL100A,27450,COA ,North Suburban
COCDR     ,G.CARDDEPT,38329,TXG ,Medical City Denton
COCCM     ,Z.IPTEST  ,9726,KSA ,Centerpoint Medical Center
COCMT     ,M.7FL     ,34392,TXF ,Metropolitan Methodist Hospita
COCQP     ,GH.PMTWNDW,6659,GAA ,Polk Medical Center
COCWF     ,AF.XR     ,30504,CAC ,West Hills Hospital & Medical 
COCSO     ,H.FBU     ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.FERSR   ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.DSRR    ,34318,TXG ,Medical City Fort Worth
COCST     ,STOBGYN   ,39307,TXB ,Las Palmas Medical Center
COCCBA    ,L.AMADM   ,6676,TXI ,St David's Medical Center
COCRR     ,H.RAD     ,34321,TXA ,Rio Grande Regional Hospital
COCER_O   ,W.ADMDATA ,25901,OKA ,Edmond OUMC
COCLR     ,M.3DTCC   ,30936,FLG ,Largo Medical Center
COCBLM    ,K.HIMTRANS,9730,KSA ,Baptist-Lutheran Medical Cente
COCUB     ,X.C2IC    ,27200,COA ,P-SL Medical Center
COCAS     ,M.EENT    ,34320,TXI ,South Austin Medical Center
COCPN_O   ,E.UICU    ,33608,OKA ,OU Medical Center
COCSJ     ,J.RXS     ,34357,TXA ,Spring Branch Medical Center
COCID     ,D.IMC     ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.OS      ,34372,TXG ,Medical City Lewisville
COCCT     ,M.rmMARHE ,34222,TNA ,Centennial Medical Center
COCNW     ,J.AUD     ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.SPERPT ,27300,COA ,Rose Medical Center
COCOH     ,K.RR      ,30997,FLG ,Oak Hill Hospital
COCPC     ,F.CHC     ,34224,TNB ,Parkridge Medical Center
COCBR     ,H.MUE     ,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.AMB     ,34223,TNA ,Summit Medical Center
COCZR     ,H.IMGR    ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.HHC     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.QM      ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.PT3     ,30555,CAC ,Los Robles Hospital And Medica
COCCD     ,L.ANDTE   ,36244,TNA ,Centennial Medical Center At A
COCBP     ,Y.PRE     ,30951,FLG ,Regional Medical Center Bayone
COCNP     ,E.T4      ,30941,FLG ,Medical Center of Trinity
COCWR     ,H.SLEEP   ,30928,FLI ,West Florida Hospital
COCAA     ,N.LASER   ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.ADVANT ,27100,COA ,Swedish Medical Center
COCNV     ,G.EH      ,34293,TNA ,Skyline Medical Center
COCKN     ,ICUD      ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.INFO    ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.XI9    ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.NSYLD   ,30916,FLL ,North Florida Regional Medical
COCMTA    ,J.NIC     ,26109,TXF ,Methodist Texsan Hospital
COCUH     ,UECHO     ,35940,FLB ,University Hospital
COCNH     ,N.EQUIP   ,34329,TXG ,Medical City North Hills
COCSW     ,W.ZTS     ,35955,FLC ,Southwest Florida Reg Med Cent
COCYK     ,GM.ENGW   ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.SR      ,34327,TXA ,West Houston Medical Center
COCHN     ,E.ICU     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.AUXPE   ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.CA      ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.HIM     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.PPY     ,8158,GAA ,Coliseum Medical Centers
COCCE     ,CSP       ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.EENT    ,34325,TXG ,Medical City Dallas
COCTU     ,D.ADMD    ,31810,LAB ,Tulane University Hospital & C
COCRC     ,RC.ONCNAV ,9727,KSA ,Research Medical Center
COCRM     ,M.LAB-SKBL,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.CVICU   ,30902,FLF ,Osceola Regional Medical Cente
COCJR     ,F.ALLACRCH,34627,VAA ,John Randolph Medical Center
COCTR     ,D.TEWC    ,34001,SCA ,Trident Regional Medical Cente
COCGP     ,G.MR      ,30901,FLG ,St Petersburg General Hospital
COCSN     ,N.ANES    ,34335,TXF ,Methodist Specialty & Transpla
COCAT     ,V.FLASH   ,30920,FLE ,Aventura Hospital & Medical Ce
COCSR     ,AS.SRSC   ,27150,COA ,Sky Ridge Medical Center
COCTG     ,CT.H      ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.CATH    ,36930,FLC ,Doctors Hospital Of Sarasota
COCSZ     ,D.CRH2    ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.LR      ,30954,FLI ,Capital Regional Medical Cente
COCWM     ,H.MBCN4   ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.OP      ,30930,FLI ,Gulf Coast Regional Medical Ce
COCPL     ,PARMCOCPL ,34310,TXG ,Medical City Plano
COCLV     ,F.LMRIC   ,31824,LAB ,Lakeview Regional Medical Cent
COCMO     ,G.LASER   ,32819,NVA ,Mountainview Hospital
COCDO     ,MADCOCNS  ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,GV.POSTP  ,26620,TNB ,Parkridge West Hospital
COCWY     ,W.HPR     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.DIET    ,34632,VAA ,CJW Medical Center
.         ,2S        ,37969,FLJ ,JFK Medical Center
COCNB     ,F.H2UD    ,27450,COA ,North Suburban
COCDR     ,G.SDC11   ,38329,TXG ,Medical City Denton
COCCM     ,Z.HIM     ,9726,KSA ,Centerpoint Medical Center
COCMT     ,M.OP4FL   ,34392,TXF ,Metropolitan Methodist Hospita
COCQP     ,GH.ERN    ,6659,GAA ,Polk Medical Center
COCWF     ,AF.PATH   ,30504,CAC ,West Hills Hospital & Medical 
COCSO     ,H.UR      ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.ERGERO  ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.ORGAN   ,34318,TXG ,Medical City Fort Worth
COCST     ,X.EMPL    ,39307,TXB ,Las Palmas Medical Center
COCCBA    ,L.CPL     ,6676,TXI ,St David's Medical Center
COCRR     ,H.5MSE    ,34321,TXA ,Rio Grande Regional Hospital
COCER_O   ,COCER     ,25901,OKA ,Edmond OUMC
COCLR     ,M.HI      ,30936,FLG ,Largo Medical Center
COCBLM    ,K.QA      ,9730,KSA ,Baptist-Lutheran Medical Cente
COCUB     ,IS        ,27200,COA ,P-SL Medical Center
COCAS     ,K.HUR     ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EUR.PHAMX6,33608,OKA ,OU Medical Center
COCSJ     ,J.ACUO    ,34357,TXA ,Spring Branch Medical Center
COCID     ,D.EP      ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.XR      ,34372,TXG ,Medical City Lewisville
COCCT     ,M.ODE     ,34222,TNA ,Centennial Medical Center
COCNW     ,H.PARR    ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.TRICARE,27300,COA ,Rose Medical Center
COCOH     ,K.ZPCM001 ,30997,FLG ,Oak Hill Hospital
COCPC     ,FE.NSY    ,34224,TNB ,Parkridge Medical Center
COCBR     ,H.C2NIC   ,30917,FLG ,Brandon Regional Hospital
COCDE     ,1ELG      ,34223,TNA ,Summit Medical Center
COCZR     ,H.EDIN    ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.WPN     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.SUR     ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.SCU     ,30555,CAC ,Los Robles Hospital And Medica
COCCD     ,AF.FNS    ,36244,TNA ,Centennial Medical Center At A
COCNP     ,E.STL     ,30941,FLG ,Medical Center of Trinity
COCWR     ,H.PPCGB   ,30928,FLI ,West Florida Hospital
COCAA     ,L.ZREFLB  ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.CAF    ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-474 ,34293,TNA ,Skyline Medical Center
COCKN     ,CR        ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.HEARTCLI,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.6N     ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.ERMH    ,30916,FLL ,North Florida Regional Medical
COCMTA    ,J.PT      ,26109,TXF ,Methodist Texsan Hospital
COCUH     ,PALM SOUTH,35940,FLB ,University Hospital
COCNH     ,N.HSRQUEST,34329,TXG ,Medical City North Hills
COCSW     ,W.VOL     ,35955,FLC ,Southwest Florida Reg Med Cent
COCYK     ,GM.SCTW   ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.ERCDU   ,34327,TXA ,West Houston Medical Center
COCHN     ,E.MIC     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.ONCNAV  ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.HI      ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,PARMCOCQE ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.PTS     ,8158,GAA ,Coliseum Medical Centers
COCCE     ,CPRINT    ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.HBO     ,34325,TXG ,Medical City Dallas
COCTU     ,D.LSMB309E,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.PMTWNDOW,9727,KSA ,Research Medical Center
COCRM     ,1ETG      ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.PTO     ,30902,FLF ,Osceola Regional Medical Cente
COCJR     ,F.Z/CYCC  ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.ROYAL   ,34001,SCA ,Trident Regional Medical Cente
COCGP     ,G.IVT     ,30901,FLG ,St Petersburg General Hospital
COCSN     ,N.CNS     ,34335,TXF ,Methodist Specialty & Transpla
COCAT     ,MADCOCAT  ,30920,FLE ,Aventura Hospital & Medical Ce
COCSR     ,AS.5      ,27150,COA ,Sky Ridge Medical Center
COCTG     ,NM.H      ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.MTSVL   ,36930,FLC ,Doctors Hospital Of Sarasota
COCSZ     ,D.CIC2    ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.OP      ,30954,FLI ,Capital Regional Medical Cente
COCWM     ,W.EQUIP   ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.PS      ,30930,FLI ,Gulf Coast Regional Medical Ce
COCPL     ,E.SCLA    ,34310,TXG ,Medical City Plano
COCLV     ,F.NEUR    ,31824,LAB ,Lakeview Regional Medical Cent
COCMO     ,G.URO     ,32819,NVA ,Mountainview Hospital
COCDO     ,D.HADN    ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.BOD     ,26620,TNB ,Parkridge West Hospital
COCWY     ,J.NURS    ,31608,KSB ,Wesley Medical Center
COCCC     ,J.PT      ,34632,VAA ,CJW Medical Center
.         ,ZEDOFF    ,37969,FLJ ,JFK Medical Center
COCNB     ,F.TCCD    ,27450,COA ,North Suburban
COCDR     ,G.OR2     ,38329,TXG ,Medical City Denton
COCCM     ,Z.ADMIN   ,9726,KSA ,Centerpoint Medical Center
COCMT     ,MHS.BD    ,34392,TXF ,Metropolitan Methodist Hospita
COCQP     ,GH.ENV    ,6659,GAA ,Polk Medical Center
COCWF     ,AF.TARZANA,30504,CAC ,West Hills Hospital & Medical 
COCSO     ,H.TCC     ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.FLAB    ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.RECT    ,34318,TXG ,Medical City Fort Worth
COCST     ,STREFPHA  ,39307,TXB ,Las Palmas Medical Center
COCCBA    ,L.RXMS    ,6676,TXI ,St David's Medical Center
COCRR     ,H.ST      ,34321,TXA ,Rio Grande Regional Hospital
COCER_O   ,W.QRM     ,25901,OKA ,Edmond OUMC
COCLR     ,M.MAMO    ,30936,FLG ,Largo Medical Center
COCBLM    ,K.HR      ,9730,KSA ,Baptist-Lutheran Medical Cente
COCUB     ,X.CM2     ,27200,COA ,P-SL Medical Center
COCAS     ,M.MAIL    ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EU.LHEMO  ,33608,OKA ,OU Medical Center
COCSJ     ,J.REH1    ,34357,TXA ,Spring Branch Medical Center
COCID     ,D.AC      ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.CYT     ,34372,TXG ,Medical City Lewisville
COCCT     ,M.NM      ,34222,TNA ,Centennial Medical Center
COCNW     ,J.TEL     ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.41C    ,27300,COA ,Rose Medical Center
COCOH     ,K.RDD     ,30997,FLG ,Oak Hill Hospital
COCPC     ,FE.LACT   ,34224,TNB ,Parkridge Medical Center
COCBR     ,H.EPI     ,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.SDC-719 ,34223,TNA ,Summit Medical Center
COCZR     ,H.SP      ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.DIAL    ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.PEDS    ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.XI5     ,30555,CAC ,Los Robles Hospital And Medica
COCCD     ,AF.ANDJA2 ,36244,TNA ,Centennial Medical Center At A
COCNP     ,E.MM      ,30941,FLG ,Medical Center of Trinity
COCWR     ,H.PTOP    ,30928,FLI ,West Florida Hospital
COCAA     ,Y.DIABED  ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.ICD    ,27100,COA ,Swedish Medical Center
COCNV     ,G.PH      ,34293,TNA ,Skyline Medical Center
